Token,Lexeme,Form,Stem,Rule
ἡγημένοις,lsj.n46613,forms.5034031300,verbstems.n46613,ptcplinfl.ewdepperfmp8p
ἡγημένους,lsj.n46613,forms.5034031400,verbstems.n46613,ptcplinfl.ewdepperfmp9p
ἡγημένον,lsj.n46613,forms.5014023100,verbstems.n46613,ptcplinfl.ewdepperfmp11p
ἡγημένου,lsj.n46613,forms.5014023200,verbstems.n46613,ptcplinfl.ewdepperfmp12p
ἡγημένῳ,lsj.n46613,forms.5014023300,verbstems.n46613,ptcplinfl.ewdepperfmp13p
ἡγημένον,lsj.n46613,forms.5014023400,verbstems.n46613,ptcplinfl.ewdepperfmp14p
ἡγημένα,lsj.n46613,forms.5034023100,verbstems.n46613,ptcplinfl.ewdepperfmp16p
ἡγημένων,lsj.n46613,forms.5034023200,verbstems.n46613,ptcplinfl.ewdepperfmp17p
ἡγημένοις,lsj.n46613,forms.5034023300,verbstems.n46613,ptcplinfl.ewdepperfmp18p
ἡγημένα,lsj.n46613,forms.5034023400,verbstems.n46613,ptcplinfl.ewdepperfmp19p
ἡγημένον,lsj.n46613,forms.5014033100,verbstems.n46613,ptcplinfl.ewdepperfmp11p
ἡγημένου,lsj.n46613,forms.5014033200,verbstems.n46613,ptcplinfl.ewdepperfmp12p
ἡγημένῳ,lsj.n46613,forms.5014033300,verbstems.n46613,ptcplinfl.ewdepperfmp13p
ἡγημένον,lsj.n46613,forms.5014033400,verbstems.n46613,ptcplinfl.ewdepperfmp14p
ἡγημένα,lsj.n46613,forms.5034033100,verbstems.n46613,ptcplinfl.ewdepperfmp16p
ἡγημένων,lsj.n46613,forms.5034033200,verbstems.n46613,ptcplinfl.ewdepperfmp17p
ἡγημένοις,lsj.n46613,forms.5034033300,verbstems.n46613,ptcplinfl.ewdepperfmp18p
ἡγημένα,lsj.n46613,forms.5034033400,verbstems.n46613,ptcplinfl.ewdepperfmp19p
ἡγημένη,lsj.n46613,forms.5014022100,verbstems.n46613,ptcplinfl.ewdepperfmp20
ἡγημένης,lsj.n46613,forms.5014022200,verbstems.n46613,ptcplinfl.ewdepperfmp21
ἡγημένῃ,lsj.n46613,forms.5014022300,verbstems.n46613,ptcplinfl.ewdepperfmp22
ἡγημένην,lsj.n46613,forms.5014022400,verbstems.n46613,ptcplinfl.ewdepperfmp23
ἡγημέναι,lsj.n46613,forms.5034022100,verbstems.n46613,ptcplinfl.ewdepperfmp24
ἡγημένων,lsj.n46613,forms.5034022200,verbstems.n46613,ptcplinfl.ewdepperfmp25
ἡγημέναις,lsj.n46613,forms.5034022300,verbstems.n46613,ptcplinfl.ewdepperfmp26
ἡγημένας,lsj.n46613,forms.5034022400,verbstems.n46613,ptcplinfl.ewdepperfmp27
ἡγημένη,lsj.n46613,forms.5014032100,verbstems.n46613,ptcplinfl.ewdepperfmp20p
ἡγημένης,lsj.n46613,forms.5014032200,verbstems.n46613,ptcplinfl.ewdepperfmp21p
ἡγημένῃ,lsj.n46613,forms.5014032300,verbstems.n46613,ptcplinfl.ewdepperfmp22p
ἡγημένην,lsj.n46613,forms.5014032400,verbstems.n46613,ptcplinfl.ewdepperfmp23p
ἡγημέναι,lsj.n46613,forms.5034032100,verbstems.n46613,ptcplinfl.ewdepperfmp24p
ἡγημένων,lsj.n46613,forms.5034032200,verbstems.n46613,ptcplinfl.ewdepperfmp25p
ἡγημέναις,lsj.n46613,forms.5034032300,verbstems.n46613,ptcplinfl.ewdepperfmp26p
ἡγημένας,lsj.n46613,forms.5034032400,verbstems.n46613,ptcplinfl.ewdepperfmp27p
ἡγούμενος,lsj.n46613,forms.5011021100,verbstems.n46613,ptcplinfl.ewdeppres1
ἡγουμένου,lsj.n46613,forms.5011021200,verbstems.n46613,ptcplinfl.ewdeppres2
ἡγουμένῳ,lsj.n46613,forms.5011021300,verbstems.n46613,ptcplinfl.ewdeppres3
ἡγούμενον,lsj.n46613,forms.5011021400,verbstems.n46613,ptcplinfl.ewdeppres4
ἡγούμενοι,lsj.n46613,forms.5031021100,verbstems.n46613,ptcplinfl.ewdeppres6
ἡγουμένων,lsj.n46613,forms.5031021200,verbstems.n46613,ptcplinfl.ewdeppres7
ἡγουμένοις,lsj.n46613,forms.5031021300,verbstems.n46613,ptcplinfl.ewdeppres8
ἡγουμένους,lsj.n46613,forms.5031021400,verbstems.n46613,ptcplinfl.ewdeppres9
ἡγούμενος,lsj.n46613,forms.5011031100,verbstems.n46613,ptcplinfl.ewdeppres1p
ἡγουμένου,lsj.n46613,forms.5011031200,verbstems.n46613,ptcplinfl.ewdeppres2p
ἡγουμένῳ,lsj.n46613,forms.5011031300,verbstems.n46613,ptcplinfl.ewdeppres3p
ἡγούμενον,lsj.n46613,forms.5011031400,verbstems.n46613,ptcplinfl.ewdeppres4p
ἡγούμενοι,lsj.n46613,forms.5031031100,verbstems.n46613,ptcplinfl.ewdeppres6p
ἡγομένων,lsj.n46613,forms.5031031200,verbstems.n46613,ptcplinfl.ewdeppres7p
ἡγομένοις,lsj.n46613,forms.5031031300,verbstems.n46613,ptcplinfl.ewdeppres8p
ἡγομένους,lsj.n46613,forms.5031031400,verbstems.n46613,ptcplinfl.ewdeppres9p
ἡγούμενον,lsj.n46613,forms.5011023100,verbstems.n46613,ptcplinfl.ewdeppres11p
ἡγομένου,lsj.n46613,forms.5011023200,verbstems.n46613,ptcplinfl.ewdeppres12p
ἡγομένῳ,lsj.n46613,forms.5011023300,verbstems.n46613,ptcplinfl.ewdeppres13p
ἡγούμενον,lsj.n46613,forms.5011023400,verbstems.n46613,ptcplinfl.ewdeppres14p
ἡγούμενα,lsj.n46613,forms.5031023100,verbstems.n46613,ptcplinfl.ewdeppres16p
ἡγομένων,lsj.n46613,forms.5031023200,verbstems.n46613,ptcplinfl.ewdeppres17p
ἡγομένοις,lsj.n46613,forms.5031023300,verbstems.n46613,ptcplinfl.ewdeppres18p
ἡγούμενα,lsj.n46613,forms.5031023400,verbstems.n46613,ptcplinfl.ewdeppres19p
ἡγούμενον,lsj.n46613,forms.5011033100,verbstems.n46613,ptcplinfl.ewdeppres11p
ἡγομένου,lsj.n46613,forms.5011033200,verbstems.n46613,ptcplinfl.ewdeppres12p
ἡγομένῳ,lsj.n46613,forms.5011033300,verbstems.n46613,ptcplinfl.ewdeppres13p
ἡγούμενον,lsj.n46613,forms.5011033400,verbstems.n46613,ptcplinfl.ewdeppres14p
ἡγούμενα,lsj.n46613,forms.5031033100,verbstems.n46613,ptcplinfl.ewdeppres16p
ἡγομένων,lsj.n46613,forms.5031033200,verbstems.n46613,ptcplinfl.ewdeppres17p
ἡγομένοις,lsj.n46613,forms.5031033300,verbstems.n46613,ptcplinfl.ewdeppres18p
ἡγούμενα,lsj.n46613,forms.5031033400,verbstems.n46613,ptcplinfl.ewdeppres19p
ἡγομένη,lsj.n46613,forms.5011022100,verbstems.n46613,ptcplinfl.ewdeppres20
ἡγομένης,lsj.n46613,forms.5011022200,verbstems.n46613,ptcplinfl.ewdeppres21
ἡγομένῃ,lsj.n46613,forms.5011022300,verbstems.n46613,ptcplinfl.ewdeppres22
ἡγομένην,lsj.n46613,forms.5011022400,verbstems.n46613,ptcplinfl.ewdeppres23
ἡγούμεναι,lsj.n46613,forms.5031022100,verbstems.n46613,ptcplinfl.ewdeppres24
ἡγομένων,lsj.n46613,forms.5031022200,verbstems.n46613,ptcplinfl.ewdeppres25
ἡγομέναις,lsj.n46613,forms.5031022300,verbstems.n46613,ptcplinfl.ewdeppres26
ἡγομένας,lsj.n46613,forms.5031022400,verbstems.n46613,ptcplinfl.ewdeppres27
ἡγομένη,lsj.n46613,forms.5011032100,verbstems.n46613,ptcplinfl.ewdeppres20p
ἡγομένης,lsj.n46613,forms.5011032200,verbstems.n46613,ptcplinfl.ewdeppres21p
ἡγομένῃ,lsj.n46613,forms.5011032300,verbstems.n46613,ptcplinfl.ewdeppres22p
ἡγομένην,lsj.n46613,forms.5011032400,verbstems.n46613,ptcplinfl.ewdeppres23p
ἡγούμεναι,lsj.n46613,forms.5031032100,verbstems.n46613,ptcplinfl.ewdeppres24p
ἡγομένων,lsj.n46613,forms.5031032200,verbstems.n46613,ptcplinfl.ewdeppres25p
ἡγομέναις,lsj.n46613,forms.5031032300,verbstems.n46613,ptcplinfl.ewdeppres26p
ἡγομένας,lsj.n46613,forms.5031032400,verbstems.n46613,ptcplinfl.ewdeppres27p
ἡγητέον,lsj.n46613,forms.6010003100,verbstems.n46613,vadjinfl.econtrdep1
ἡγητέον,lsj.n46613,forms.6010003400,verbstems.n46613,vadjinfl.econtrdep2
νόμισον,lsj.n70958,forms.3213410000,verbstems.n70958,verbinfl.izwaorimp1
νομισάτω,lsj.n70958,forms.3313410000,verbstems.n70958,verbinfl.izwaorimp2
νομίσατε,lsj.n70958,forms.3233410000,verbstems.n70958,verbinfl.izwaorimp3
νομισάντων,lsj.n70958,forms.3333410000,verbstems.n70958,verbinfl.izwaorimp4
νόμισαι,lsj.n70958,forms.3213420000,verbstems.n70958,verbinfl.izwaorimp5
νομισάσθω,lsj.n70958,forms.3313420000,verbstems.n70958,verbinfl.izwaorimp6
νομίσασθε,lsj.n70958,forms.3233420000,verbstems.n70958,verbinfl.izwaorimp7
νομισάσθων,lsj.n70958,forms.3333420000,verbstems.n70958,verbinfl.izwaorimp8
νομίσθητι,lsj.n70958,forms.3213430000,verbstems.n70958,verbinfl.izwaorimp9
νομισθήτω,lsj.n70958,forms.3313430000,verbstems.n70958,verbinfl.izwaorimp10
νομίσθητε,lsj.n70958,forms.3233430000,verbstems.n70958,verbinfl.izwaorimp11
νομισθέντων,lsj.n70958,forms.3333430000,verbstems.n70958,verbinfl.izwaorimp12
ἐνόμισα,lsj.n70958,forms.3113110000,verbstems.n70958,verbinfl.izwaor1
ἐνομισάμην,lsj.n70958,forms.3113120000,verbstems.n70958,verbinfl.izwaor2
ἐνομίσθην,lsj.n70958,forms.3113130000,verbstems.n70958,verbinfl.izwaor3
ἐνόμισας,lsj.n70958,forms.3213110000,verbstems.n70958,verbinfl.izwaor4
ἐνομίσω,lsj.n70958,forms.3213120000,verbstems.n70958,verbinfl.izwaor5
ἐνομίσθης,lsj.n70958,forms.3213130000,verbstems.n70958,verbinfl.izwaor6
ἐνόμισε,lsj.n70958,forms.3313110000,verbstems.n70958,verbinfl.izwaor7
ἐνομίσατο,lsj.n70958,forms.3313120000,verbstems.n70958,verbinfl.izwaor8
ἐνομίσθη,lsj.n70958,forms.3313130000,verbstems.n70958,verbinfl.izwaor9
ἐνομίσαμεν,lsj.n70958,forms.3133110000,verbstems.n70958,verbinfl.izwaor10
ἐνομισάμεθα,lsj.n70958,forms.3133120000,verbstems.n70958,verbinfl.izwaor11
ἐνομίσθημεν,lsj.n70958,forms.3133130000,verbstems.n70958,verbinfl.izwaor12
ἐνομίσατε,lsj.n70958,forms.3233110000,verbstems.n70958,verbinfl.izwaor13
ἐνομίσασθε,lsj.n70958,forms.3233120000,verbstems.n70958,verbinfl.izwaor14
ἐνομίσθητε,lsj.n70958,forms.3233130000,verbstems.n70958,verbinfl.izwaor15
ἐνόμισαν,lsj.n70958,forms.3333110000,verbstems.n70958,verbinfl.izwaor16
ἐνομίσαντο,lsj.n70958,forms.3333120000,verbstems.n70958,verbinfl.izwaor17
ἐνομίσθησαν,lsj.n70958,forms.3333130000,verbstems.n70958,verbinfl.izwaor18
νομίσαιμι,lsj.n70958,forms.3113310000,verbstems.n70958,verbinfl.izwaoropt1
νομισαίμην,lsj.n70958,forms.3113320000,verbstems.n70958,verbinfl.izwaoropt2
νομισθείην,lsj.n70958,forms.3113330000,verbstems.n70958,verbinfl.izwaoropt3
νομίσαις,lsj.n70958,forms.3213310000,verbstems.n70958,verbinfl.izwaoropt4
νομίσειας,lsj.n70958,forms.3213310000,verbstems.n70958,verbinfl.izwaoropt4a
νομίσαιο,lsj.n70958,forms.3213320000,verbstems.n70958,verbinfl.izwaoropt5
νομισθείη,lsj.n70958,forms.3213330000,verbstems.n70958,verbinfl.izwaoropt6
νόμισαι,lsj.n70958,forms.3313310000,verbstems.n70958,verbinfl.izwaoropt7
νομίσειε,lsj.n70958,forms.3313310000,verbstems.n70958,verbinfl.izwaoropt7a
νομίσαιτο,lsj.n70958,forms.3313320000,verbstems.n70958,verbinfl.izwaoropt8
νομισθείη,lsj.n70958,forms.3313330000,verbstems.n70958,verbinfl.izwaoropt9
νομίσαιμεν,lsj.n70958,forms.3133310000,verbstems.n70958,verbinfl.izwaoropt10
νομισαίμεθα,lsj.n70958,forms.3133320000,verbstems.n70958,verbinfl.izwaoropt11
νομισθεῖμεν,lsj.n70958,forms.3133330000,verbstems.n70958,verbinfl.izwaoropt12
νομίσαιτε,lsj.n70958,forms.3233310000,verbstems.n70958,verbinfl.izwaoropt13
νομίσαισθε,lsj.n70958,forms.3233320000,verbstems.n70958,verbinfl.izwaoropt14
νομισθεῖτε,lsj.n70958,forms.3233330000,verbstems.n70958,verbinfl.izwaoropt15
νομίσαιεν,lsj.n70958,forms.3333310000,verbstems.n70958,verbinfl.izwaoropt16
νομίσαιντο,lsj.n70958,forms.3333320000,verbstems.n70958,verbinfl.izwaoropt17
νομισθεῖεν,lsj.n70958,forms.3333330000,verbstems.n70958,verbinfl.izwaoropt18
νομίσω,lsj.n70958,forms.3113210000,verbstems.n70958,verbinfl.izwaorsubj1
νομίσωμαι,lsj.n70958,forms.3113220000,verbstems.n70958,verbinfl.izwaorsubj2
νομισθῶ,lsj.n70958,forms.3113230000,verbstems.n70958,verbinfl.izwaorsubj3
νομίσῃς,lsj.n70958,forms.3213210000,verbstems.n70958,verbinfl.izwaorsubj4
νομίσῃ,lsj.n70958,forms.3213220000,verbstems.n70958,verbinfl.izwaorsubj5
νομισθῇς,lsj.n70958,forms.3213230000,verbstems.n70958,verbinfl.izwaorsubj6
νομίσῃ,lsj.n70958,forms.3313210000,verbstems.n70958,verbinfl.izwaorsubj7
νομίσηται,lsj.n70958,forms.3313220000,verbstems.n70958,verbinfl.izwaorsubj8
νομισθῇ,lsj.n70958,forms.3313230000,verbstems.n70958,verbinfl.izwaorsubj9
νομίσωμεν,lsj.n70958,forms.3133210000,verbstems.n70958,verbinfl.izwaorsubj10
νομισώμεθα,lsj.n70958,forms.3133220000,verbstems.n70958,verbinfl.izwaorsubj11
νομισθῶμεν,lsj.n70958,forms.3133230000,verbstems.n70958,verbinfl.izwaorsubj12
νομισήσετε,lsj.n70958,forms.3233210000,verbstems.n70958,verbinfl.izwaorsubj13
νομίσησθε,lsj.n70958,forms.3233220000,verbstems.n70958,verbinfl.izwaorsubj14
νομισθῆτε,lsj.n70958,forms.3233230000,verbstems.n70958,verbinfl.izwaorsubj15
νομίσωσι,lsj.n70958,forms.3333210000,verbstems.n70958,verbinfl.izwaorsubj16
νομίσωσιν,lsj.n70958,forms.3333210000,verbstems.n70958,verbinfl.izwaorsubj16a
νομίσωνται,lsj.n70958,forms.3333220000,verbstems.n70958,verbinfl.izwaorsubj17
νομισθῶσι,lsj.n70958,forms.3333230000,verbstems.n70958,verbinfl.izwaorsubj18
νομισθῶσιν,lsj.n70958,forms.3333230000,verbstems.n70958,verbinfl.izwaorsubj18a
νομιῶ,lsj.n70958,forms.3116110000,verbstems.n70958,verbinfl.izwfut1
νομιοῦμαι,lsj.n70958,forms.3116120000,verbstems.n70958,verbinfl.izwfut2
νομισθήσομαι,lsj.n70958,forms.3116130000,verbstems.n70958,verbinfl.izwfut3
νομιεῖς,lsj.n70958,forms.3216110000,verbstems.n70958,verbinfl.izwfut4
νομιεῖ,lsj.n70958,forms.3216120000,verbstems.n70958,verbinfl.izwfut5
νομισθήσεις,lsj.n70958,forms.3216130000,verbstems.n70958,verbinfl.izwfut6
νομιεῖ,lsj.n70958,forms.3316110000,verbstems.n70958,verbinfl.izwfut7
νομιεῖται,lsj.n70958,forms.3316120000,verbstems.n70958,verbinfl.izwfut8
νομισθήσει,lsj.n70958,forms.3316130000,verbstems.n70958,verbinfl.izwfut9
νομιοῦμεν,lsj.n70958,forms.3136110000,verbstems.n70958,verbinfl.izwfut10
νομιούμεθα,lsj.n70958,forms.3136120000,verbstems.n70958,verbinfl.izwfut11
νομισθησόμεθα,lsj.n70958,forms.3136130000,verbstems.n70958,verbinfl.izwfut12
νομιεῖτε,lsj.n70958,forms.3236110000,verbstems.n70958,verbinfl.izwfut13
νομιεῖσθε,lsj.n70958,forms.3236120000,verbstems.n70958,verbinfl.izwfut14
νομισθήσεσθε,lsj.n70958,forms.3236130000,verbstems.n70958,verbinfl.izwfut15
νομιοῦσι,lsj.n70958,forms.3336110000,verbstems.n70958,verbinfl.izwfut16
νομιοῦσιν,lsj.n70958,forms.3336110000,verbstems.n70958,verbinfl.izwfut16a
νομίονται,lsj.n70958,forms.3336120000,verbstems.n70958,verbinfl.izwfut17
νομισθήσονται,lsj.n70958,forms.3336130000,verbstems.n70958,verbinfl.izwfut18
νομιοῖμι,lsj.n70958,forms.3116310000,verbstems.n70958,verbinfl.izwfutopt1
νομιοίμην,lsj.n70958,forms.3116320000,verbstems.n70958,verbinfl.izwfutopt2
νομισθησοίμην,lsj.n70958,forms.3116330000,verbstems.n70958,verbinfl.izwfutopt3
νομιοῖς,lsj.n70958,forms.3216310000,verbstems.n70958,verbinfl.izwfutopt4
νομιοῖο,lsj.n70958,forms.3216320000,verbstems.n70958,verbinfl.izwfutopt5
νομισθήσοιο,lsj.n70958,forms.3216330000,verbstems.n70958,verbinfl.izwfutopt6
νομιοῖ,lsj.n70958,forms.3316310000,verbstems.n70958,verbinfl.izwfutopt7
νομιοῖτο,lsj.n70958,forms.3316320000,verbstems.n70958,verbinfl.izwfutopt8
νομισθήσοιτο,lsj.n70958,forms.3316330000,verbstems.n70958,verbinfl.izwfutopt9
νομιοῖμεν,lsj.n70958,forms.3136310000,verbstems.n70958,verbinfl.izwfutopt10
νομιοίμεθα,lsj.n70958,forms.3136320000,verbstems.n70958,verbinfl.izwfutopt11
νομισθησοίμην,lsj.n70958,forms.3136330000,verbstems.n70958,verbinfl.izwfutopt12
νομιοῖτε,lsj.n70958,forms.3236310000,verbstems.n70958,verbinfl.izwfutopt13
νομιοῖσθε,lsj.n70958,forms.3236320000,verbstems.n70958,verbinfl.izwfutopt14
νομισθήσοισθε,lsj.n70958,forms.3236330000,verbstems.n70958,verbinfl.izwfutopt15
νομιοῖεν,lsj.n70958,forms.3336310000,verbstems.n70958,verbinfl.izwfutopt16
νομίοντο,lsj.n70958,forms.3336320000,verbstems.n70958,verbinfl.izwfutopt17
νομισθήσοιντο,lsj.n70958,forms.3336330000,verbstems.n70958,verbinfl.izwfutopt18
ἐνόμιζον,lsj.n70958,forms.3112110000,verbstems.n70958,verbinfl.izwimpft1
ἐνομιζόμην,lsj.n70958,forms.3112120000,verbstems.n70958,verbinfl.izwimpft2
ἐνομιζόμην,lsj.n70958,forms.3112130000,verbstems.n70958,verbinfl.izwimpft3
ἐνόμιζες,lsj.n70958,forms.3212110000,verbstems.n70958,verbinfl.izwimpft4
ἐνομίζου,lsj.n70958,forms.3212120000,verbstems.n70958,verbinfl.izwimpft5
ἐνομίζου,lsj.n70958,forms.3212130000,verbstems.n70958,verbinfl.izwimpft6
ἐνόμιζε,lsj.n70958,forms.3312110000,verbstems.n70958,verbinfl.izwimpft7
ἐνομίζετο,lsj.n70958,forms.3312120000,verbstems.n70958,verbinfl.izwimpft8
ἐνομίζετο,lsj.n70958,forms.3312130000,verbstems.n70958,verbinfl.izwthird9
ἐνομίζομεν,lsj.n70958,forms.3132110000,verbstems.n70958,verbinfl.izwimpft10
ἐνομιζόμεθα,lsj.n70958,forms.3132120000,verbstems.n70958,verbinfl.izwimpft11
ἐνομιζόμεθα,lsj.n70958,forms.3132130000,verbstems.n70958,verbinfl.izwimpft12
ἐνομίζετε,lsj.n70958,forms.3232110000,verbstems.n70958,verbinfl.izwimpft13
ἐνομίζεσθε,lsj.n70958,forms.3232120000,verbstems.n70958,verbinfl.izwimpft14
ἐνομίζεσθε,lsj.n70958,forms.3232130000,verbstems.n70958,verbinfl.izwimpft15
ἐνόμιζον,lsj.n70958,forms.3332110000,verbstems.n70958,verbinfl.izwimpft16
ἐνομίζοντο,lsj.n70958,forms.3332120000,verbstems.n70958,verbinfl.izwimpft17
ἐνομίζοντο,lsj.n70958,forms.3332130000,verbstems.n70958,verbinfl.izwimpft18
νενόμικα,lsj.n70958,forms.3114110000,verbstems.n70958,verbinfl.izwpft1
νενόμισμαι,lsj.n70958,forms.3114120000,verbstems.n70958,verbinfl.izwpft2
νενόμισμαι,lsj.n70958,forms.3114130000,verbstems.n70958,verbinfl.izwpft3
νενόμικας,lsj.n70958,forms.3214110000,verbstems.n70958,verbinfl.izwpft4
νενόμισαι,lsj.n70958,forms.3214120000,verbstems.n70958,verbinfl.izwpft5
νενόμισαι,lsj.n70958,forms.3214130000,verbstems.n70958,verbinfl.izwpft6
νενόμικε,lsj.n70958,forms.3314110000,verbstems.n70958,verbinfl.izwpft7
νενόμισται,lsj.n70958,forms.3314120000,verbstems.n70958,verbinfl.izwpft8
νενόμισται,lsj.n70958,forms.3314130000,verbstems.n70958,verbinfl.izwpft9
νενομίκαμεν,lsj.n70958,forms.3134110000,verbstems.n70958,verbinfl.izwpft10
νενομίσμεθα,lsj.n70958,forms.3134120000,verbstems.n70958,verbinfl.izwpft11
νενομίσμεθα,lsj.n70958,forms.3134130000,verbstems.n70958,verbinfl.izwpft12
νενομίκατε,lsj.n70958,forms.3234110000,verbstems.n70958,verbinfl.izwpft13
νενόμισθε,lsj.n70958,forms.3234120000,verbstems.n70958,verbinfl.izwpft14
νενόμισθε,lsj.n70958,forms.3234130000,verbstems.n70958,verbinfl.izwpft15
νενομίκασι,lsj.n70958,forms.3334110000,verbstems.n70958,verbinfl.izwpft16
νενομίκασιν,lsj.n70958,forms.3334110000,verbstems.n70958,verbinfl.izwpft16a
νενομίσονται,lsj.n70958,forms.3334120000,verbstems.n70958,verbinfl.izwpft17
νενομίσονται,lsj.n70958,forms.3334130000,verbstems.n70958,verbinfl.izwpft18
ἐνενομίκη,lsj.n70958,forms.3115110000,verbstems.n70958,verbinfl.izwplupft1
ἐνενομίσμην,lsj.n70958,forms.3115120000,verbstems.n70958,verbinfl.izwplupft2
ἐνενομίσμην,lsj.n70958,forms.3115130000,verbstems.n70958,verbinfl.izwplupft3
ἐνενομίκης,lsj.n70958,forms.3215110000,verbstems.n70958,verbinfl.izwplupft4
ἐνενόμισσο,lsj.n70958,forms.3215120000,verbstems.n70958,verbinfl.izwplupft5
ἐνενόμισσο,lsj.n70958,forms.3215130000,verbstems.n70958,verbinfl.izwplupft6
ἐνενομίκει,lsj.n70958,forms.3315110000,verbstems.n70958,verbinfl.izwplupft7
ἐνενόμιστο,lsj.n70958,forms.3315120000,verbstems.n70958,verbinfl.izwplupft8
ἐνενόμιστο,lsj.n70958,forms.3315130000,verbstems.n70958,verbinfl.izwplupft9
ἐνενομίκεμεν,lsj.n70958,forms.3135110000,verbstems.n70958,verbinfl.izwplupft10
ἐνενομίσμεθα,lsj.n70958,forms.3135120000,verbstems.n70958,verbinfl.izwplupft11
ἐνενομίσμεθα,lsj.n70958,forms.3135130000,verbstems.n70958,verbinfl.izwplupft12
ἐνενομίκετε,lsj.n70958,forms.3235110000,verbstems.n70958,verbinfl.izwplupft13
ἐνενόμισσθε,lsj.n70958,forms.3235120000,verbstems.n70958,verbinfl.izwplupft14
ἐνενόμισσθε,lsj.n70958,forms.3235130000,verbstems.n70958,verbinfl.izwplupft15
ἐνενομίκεσαν,lsj.n70958,forms.3335110000,verbstems.n70958,verbinfl.izwplupft16
ἐνενομίσντο,lsj.n70958,forms.3335120000,verbstems.n70958,verbinfl.izwplupft17
ἐνενομίσντο,lsj.n70958,forms.3335130000,verbstems.n70958,verbinfl.izwplupft18
νόμιζε,lsj.n70958,forms.3211410000,verbstems.n70958,verbinfl.izwpresimp1
νομιζέτω,lsj.n70958,forms.3311410000,verbstems.n70958,verbinfl.izwpresimp2
νομίζετε,lsj.n70958,forms.3231410000,verbstems.n70958,verbinfl.izwpresimp3
νομιζόντων,lsj.n70958,forms.3331410000,verbstems.n70958,verbinfl.izwpresimp4
νομίζου,lsj.n70958,forms.3211420000,verbstems.n70958,verbinfl.izwpresimp5
νομιζέσθω,lsj.n70958,forms.3311420000,verbstems.n70958,verbinfl.izwpresimp6
